Speaker 1:          00:00:04       That's fresh.
Speaker 3:          02:47:08       If you pull up in a cold pour, a hundred percent match matching luggage and I'll watch pull up in a red Ferrari and double-flex you. I don't, not in that thing. I feel like I've seen fries. Yeah. I was in Italy and a guy had a Ferrari in Italy. I'm like, this motherfucker has a variety in Italy. He went, it's pretty classy. It was red right in front of this beautiful hotel on the Amalfi coast, on that guy is bald. And he probably had something to look at that Jamie. Fuck. Damn. Jamie Foxx. Jamie Foxx has a shiny gold Bugatti. He wins and a gold wheels. His wheels are fucking gold. He wins. Jamie Foxx wins. Yeah, go back to, um, the, um, the, um, what is the, um, the new Ferrari? What does that they, the fuck is it called? No, I'm not. I'm not a Lamborghini Ferrari. See, for me it goes Porsche fry.

Speaker 3:          02:47:57       I'm not laying McKeany guy. Yeah, Lamborghini gets a little sketchy, but I gotta say con, they yelled when I see a guy and I'm to guide. You probably have a small day. Yellow little, yeah, the yellow little. Yeah. It's just like, oh well, giant tool. Check me out. Yeah. It's like if you buy a Ferrari, Ooh, that's a four eight eight special edition Sun lighter with larger appetite for Apexus. That's the like the race version, but that's a shitty picture. Go to a video. Ferrari for Aa like that has a beautiful car, man. That's exactly what the guy had in Italy. That is a big thing, but I'll tell you what, what it looks better than that. The new Ford Gt, that thing sick, that looks better than that. That it, that might be the American Ferrari. Oh, it's, it's based off the front to copy the front of that thing. Go full screen, Jamie. I'll take the hips on that pitch. That thing is, Ooh, Jamie, do you get this stuff? Does this do anything for you? Get Boring.

Speaker 3:          02:49:02       You pause too hard. Yeah. I don't think he's velvet ropes around. The stupid thing won't let me fucking get my Paul's. Is this a club with a bottle service or Goddamn car? Cause I don't see any fucking drinks around there. Yeah. Why? Where's the, where's the car? And let me get my hands on it yet things filthy. It's a beast. Their budgets. You know what they are. Here's the thing there. God Damn Gorgeous there. They slip on incredible but they're going to probably break. Yeah. You didn't have some problems with it with a Porsche. You never have problems. Really. Yeah. It's like the difference between a girl who does crossfit and she's got like thick ass and big legs and his shoulders are a little stacked and she a address. Right. Versus a girl who's like a model who's going to turn an ankle if she goes to the beach with that other than say the crossfade curls going to like eventually breakdown cause crossfits and shit.

Speaker 3:          02:49:59       Now the crossfit girl is the viper. That's the viper ACI burry. That fucking Shitty for rock. You get that new viper. That thing breaks race courses everywhere. It's tiny. It's buried in that Ferrari. Fuck you as it drives by sticks is figure out the window. When a kid rock song claims, I mean that is not even close. It's going to kill the Ferrari, but the Ferrari's like sexier looking like he's got perfect features. It's got amazing shit goes wrong. It goes wrong when it comes down to fucking, you're going to want that crossfit girl kind of want. I want that girl can push our way through a spin class and I as the mental toughness, just keep on, do a 90 minute cross or yoga class. Yeah. You don't want a girl who's got like perfect genes but she's lazy. No. Hell No.

Speaker 3:          02:50:48       And she just takes Adderall for a few days before her big shoots. He doesn't eat. Look at that thing. That's a Ford Gt. That's a gross color though. I saw one in a sick blue collar. It looked amazing for tours. Killer fuck. You look at the body on that thing. No Color Dan. I'm out. Yeah, find a better color Jamie. Fuck off of this color. Those headlights on. Do anything for me to see in a better angle. Give me the blue and white for God's sakes is America for fuck sakes. Shave. God Damn it. I'm not a fan of red with white red with white stripes. I like red with black stripes. That looks blue with white. That's right. I like wait. That's America. Like we think Margo.

Speaker 5:          02:51:28       Mark, what do you got? Well, we'll look at this. Oh, you nailed it. Jamie black with red stripes. That might be put. Look at that. Jesus Christ. Look with the exhaust pipes come out in the back like that. That that might be the best looking car. Fuck, I got to agree. That thing is sad. That might be the best car ever. Those giant Brembo brakes in the front. I can't listen forward. Gimme gimme a some manual not make it hard to get right to. Yeah, but it's also a double clutch. Come

Speaker 2:          02:52:06       on forward. You know Jay Leno has probably got six of them that fuck. Yeah, there's like 50 of them. Jay Leno takes 10 j Seinfeld takes 20 of them were all fuck. Lebron James has got one and Bron James might want to jump every house. Kevin Hart jumps in your Kevin Hart's got one minute on a gold damn. Look at that thing though. Holy Shit. That's the perfect color jam. You nailed it. Yeah, you've hit it black with red stripes. I never knew black with red stripes. Like so bad ass and with the lights in the back. That's amazing looking.

Speaker 2:          02:52:36       It's sounds so good. There's a lot of people right now. Mad At us. Yeah, the pith, the two of them cars again bro. Hey, we gave you three hours of Dicks and uh, what else were we talking about? Nate Diaz. Drama Diaz. The Cardinal Gregor. Fine. How about we went over Mars attacks. That's right. They'll get mad at us because we like cars. We talked about the shit we like about, I really enjoy the automotive engineering. We could bring this home. Let's bring this bitch off this weekend folks. Fight companion returns Saturday night. Stephan sky straight per screw. Struve's crew versus a Alexandra Volkov right? That's his name. That's right. And I'm in a COBB's comedy club, September 14th and then I'm in Long Beach Laugh factory, Long Beach, September 22nd two fat k.com for tickets and the comedy store. That's right. Oh, Jesus. What a lineup. It's probably sold out in Sam triple he Sam triply show. That's right. It's might be sold out already, but if it's not, go online, uh, it's on calm. Sure. There. It's on the comedy store's website and my Instagram on my Instagram. All right. Love you guys, man.
