Speaker 1:          00:00:01       When it's like upside down.
Speaker 8:          07:54:11       well we can set that up there until for the next dance. Don't take, don't hurt yourself. Milky. I literally don't know what that means. You want to prank call some shit after we'll start a new track and then we'll just prank call people. Yeah. Why not? Fuck it where it's late. We're up. Okay. Yeah. Oh yeah, you can. Can I get a merry Christmas from Justin for my brother Dominic, can you up on that? Can you say merry to Donovan?

Speaker 15:         07:54:42       Merry Christmas. Donovan. Yeah. Little [inaudible] event. And that's uncalled for you right? I don't think Donovan is Shalonda you want of it? That's not okay. I think so. Yeah.

Speaker 28:         07:54:58       Okay, so here we go. Go ahead and switch over to the music. All right. Whenever you're ready. Okay.

Speaker 45:         07:57:01       Okay.

Speaker 11:         07:58:33       Wow.

Speaker 18:         07:58:37       Casio, what is this thing as c g k four 80 from like hold on, but let's acknowledge that you are the one that bought that song. Oh yeah, I bought that was cute. Fucking some cute shit. Yeah, I bought that song. Yeah, that was, I wanted to hear us play that song. Yes. I wanted to hear us play that song cause I know she could do it for that was, I would buy all the lovely, I'm like, I'm like, let's stay all night so I can just keep buying songs for us. Yellow, you drink? No, no, no, no. Okay. We have a challenge up guys. John Dollar, Ethan and Justin Kiss. By the way, the a $1. How does this, we're at, we're at s seven hours and 59 minutes. Literally 60 seconds until the record comes out. You guys don't have one minute. You guys have one minute to raise $2,000 the stream will go down, but it'll, it won't appear in the Vaughan when I understand how this works. Honestly, don't donate. Let's wrap it up. No, it was eight hours. We got we, we should finish this off. Everyone in the back's tire get home until, well, let's wrap it up. Joey, how are you feeling by the way? I'm like 80% better.

Speaker 18:         07:59:55       Let's a pepper spray. Is that pepper spray was way more. Yeah, you can wait for real. You going to have to kiss no fucking laugh. What happened from last year producer, congrats on another amazing cherishing. So make foul him is lost their home. This is huge. Much loved you guys in the upcoming baby food budget. [inaudible] an incredible composer. Composer. Unfortunately, unfortunately he's going into the composing world, so this is Aussie from

Speaker 2:          08:00:38       chaos, chaos, beautiful singer and wonderful band. Unfortunately, Steve Tobolowsky did not donate to Ethan. Justin Kit. That doesn't help the challenge at all. A favor. Joe Blonsky. What a legend. Yo, that's not going to be really gotta be 2067 with just broke 105,000 okay, so guys, Keith ended, we got ended rather url keep it going. We're going to have this thing out for two weeks. That prices are fucking amazing. Key bit and keep watching. First of all, I have to give, if you can use the camera back there. Dan, I want to just first of all, thank everyone from the cast. You have a cat like my God. No one predicted they'd be here this long. No, no. I thought this was going to be a three hour stream. This has turned out. Last year was our longest at five. We're at 1120 that means we've been going for eight yeah, eight and a half hour.

Speaker 2:          08:01:39       Yeah. Yeah. Unbelievable. So show me what do we got here? This is h three history right here. What do we got? We have in the intern who's been switching for eight long hours. We got Mitchell who's helped us with coordinating and research. Make sure we appreciate you so much. We've got Sarah, the legend, the xl wizard who's helping with everything. She's an incredible, amazing help. And in, and Zach, the sound guy, he's got finals tomorrow. He stayed eight hours, way longer than he thought he would. That guy needs to go to bed and get some sleep. And of course, Dan, the producer, this word love who makes it all happen. And uh, and there's Ila who has, has moved on, had to go home because she was feeling sick. He's Milos now. She's alive. I didn't mean it like that. And uh, he'll, his brother who was here all day was a huge help.

Speaker 2:          08:02:25       And now finally, I want to thank jody Sal's who risked life and limb at, came up stronger for it. Not over tonight on his way to watch that shit. I wish we pepper sprayed you though. Well, there's always next. No, I'm kidding. That always neon. Next you wanted to do the stun gun, but we want it to, I wanted to shoot you with the nonlethal beanbag, but I don't what allowed that just hanging out for another couple of hours while we don't have a bean bag. Unfortunately, I start a new stream. I'll pay them double lung. He's got, I'll pay your team doubles. Not much even though I'm kidding. I'm kidding. We pay them very well. Who Do we need? No, it's not justin. We have to end this. Alex, Alex, her show, second grader of gravity falls, who's got so many amazing things to look for it on Netflix. Go take you out for spending all day with us and your amazing generosity, all of your amazing, uh, donations and your generosity in supporting. Thank you so much for being here. We love you justin. The legend. Incredible generosity. I'll tell you what I am is a fucking annoying little cry baby. Who wants everyone to stay later.

Speaker 18:         08:03:36       I will pay everyone in this room, including me, including, well, I'll give you like a dollar, but I say we go for another round of eight. All right? I still need to be here until everyone. Let's fucking, Stan, thank you so much for your credible generosity. All right, your, I know you guys are all busy dudes. You claiming spent eight and a half hour. We grade the hundred and $5,000 Aussie. Thank you for coming. Spending time playing beautiful music for us. If you guys liked her, you could check out more for music and chaos. Chaos that's online. You just type chaos guys. You're going to find more amazing music there. Word chaos just twice, just twice. That's it. Chaos Times too easy and of course all of you, you have exceeded our expectations. Special have blown our minds from everyone who donated a $1 the $1 made such a huge difference.

Speaker 18:         08:04:33       We Pat, we got 205,000 but I mean I was saying I'm not going home. I'm going to hold everyone. Hospital made that happen. That's true. No, you did that. You did do one final shout out to our host Ethan Klein. Oh, you didn't? Maybe you may lock on babies. How he does it have I love come on his forehead this year. Thank you Alex. Thank what? He does have something else on his forehead. I can't quite read it, but it's beautiful. It says Papa Papa. Well that's a sweet or a bunch of blurry, but every, everyone who dip deep during this holiday season, from $1 up, you all our heroes and saints, you, we all helped this incredible because it has been a beautiful Christmas miracle and it's just been incredible. A fucking miracle. Listen, everybody, anybody that's still watching at this point, uh, this Friday on our final episode of the year, one of the things we'll be doing is recapping this stream and we'll be going through all the donations that were so many, so fast that we probably missed some of you. So sorry if we did and we will, uh, definitely shout you out on Friday and make good on all of our perhaps. Yes. So guys, with that being said, we will see you on Friday for a final episode and thank you everyone for an incredible evening and have a great evening and we'll see you guys holes and God bless. Thanks for [inaudible].
